Tweet Id,Followers,Friends,Favorites,Day,Month,Date,Time,Year,Pos,Neg,Mentions_count,Hashtags_count,bin,Mentions_score,Hashtags_score,Mentions_score_avg,Hashtags_score_avg
1.24724E+18,14526,114,75,1,4,6,19,2020,1,-2,0,2,1,0,42890,0,21445
1.18413E+18,1025,342,211,2,10,15,15,2019,1,-1,0,0,1,0,0,0,0
1.24092E+18,1588,498,76,5,3,20,8,2020,1,-1,0,1,1,0,205754,0,205754
1.24862E+18,11704,45,94,5,4,10,14,2020,1,-1,0,5,1,0,28623,0,5724.6
1.21607E+18,9320,2321,139,6,1,11,18,2020,1,-1,0,1,1,0,2,0,2
1.24475E+18,1482124,42317,331,1,3,30,21,2020,1,-3,0,0,1,0,0,0,0
1.24795E+18,11112,394,119,3,4,8,18,2020,2,-1,0,0,1,0,0,0,0
1.20817E+18,130764,39855,139,5,12,20,23,2019,1,-2,0,1,1,0,57,0,57
1.18513E+18,4515,69,90,5,10,18,9,2019,1,-2,1,1,1,141,348,141,348
1.23683E+18,1067,1277,89,1,3,9,1,2020,1,-1,1,0,1,27,0,27,0
1.24013E+18,108781,6888,195,3,3,18,4,2020,1,-3,0,0,1,0,0,0,0
1.23163E+18,24504,1360,229,7,2,23,17,2020,1,-2,4,1,1,26268,258958,6567,258958
1.23287E+18,4123,257,320,4,2,27,3,2020,1,-1,0,0,1,0,0,0,0
1.2259E+18,459,142,298,5,2,7,21,2020,1,-2,0,0,1,0,0,0,0
1.24791E+18,5895,478,105,3,4,8,15,2020,3,-4,0,0,1,0,0,0,0
1.24618E+18,16613,1141,200,5,4,3,20,2020,2,-2,0,0,1,0,0,0,0
1.2549E+18,43845,2491,252,1,4,27,22,2020,4,-1,0,0,1,0,0,0,0
1.2203E+18,361,20,8,4,1,23,10,2020,1,-4,0,1,1,0,37,0,37
1.20692E+18,59706,10107,454,2,12,17,13,2019,2,-1,0,0,1,0,0,0,0
1.21635E+18,3090,3559,30,7,1,12,13,2020,2,-2,0,1,1,0,3,0,3
1.24038E+18,7931,1950,202,3,3,18,20,2020,2,-1,0,1,1,0,11,0,11
1.19703E+18,108,19,250,3,11,20,6,2019,1,-1,0,2,1,0,37,0,18.5
1.24661E+18,3671,608,25,7,4,5,1,2020,1,-4,1,1,1,2387,539,2387,539
1.21605E+18,31212,585,90,6,1,11,17,2020,1,-3,0,0,1,0,0,0,0
1.24586E+18,554656,125289,285,4,4,2,23,2020,2,-1,0,0,1,0,0,0,0
1.24291E+18,160072,2200,125,3,3,25,20,2020,2,-1,2,0,1,251,0,125.5,0
1.24542E+18,23343,2151,174,3,4,1,18,2020,2,-1,0,0,1,0,0,0,0
1.24058E+18,45901,27,482,4,3,19,10,2020,1,-1,0,2,1,0,13,0,6.5
1.18232E+18,3140,651,90,4,10,10,15,2019,3,-1,0,0,1,0,0,0,0
1.25403E+18,10320,275,91,6,4,25,13,2020,1,-1,0,0,1,0,0,0,0
1.20105E+18,46580,2586,125,7,12,1,7,2019,2,-1,0,0,1,0,0,0,0
1.25309E+18,168035,21682,154,3,4,22,22,2020,1,-3,0,1,1,0,870,0,870
1.23795E+18,68,510,268,4,3,12,3,2020,2,-1,0,0,1,0,0,0,0
1.255E+18,53043,43702,40,2,4,28,4,2020,1,-1,1,0,1,7791,0,7791,0
1.22269E+18,35656,14969,263,4,1,30,1,2020,1,-1,0,1,1,0,205754,0,205754
1.23284E+18,5188,23,84,4,2,27,1,2020,2,-1,0,0,1,0,0,0,0
1.23204E+18,2514595,12081,73,1,2,24,20,2020,1,-3,0,0,1,0,0,0,0
1.24232E+18,11001,9594,198,2,3,24,5,2020,1,-1,0,0,1,0,0,0,0
1.18383E+18,9947,7973,448,1,10,14,19,2019,1,-1,0,0,1,0,0,0,0
1.24155E+18,21469025,1114,145,7,3,22,2,2020,1,-1,0,0,1,0,0,0,0
1.20162E+18,4511,3921,192,1,12,2,21,2019,2,-1,0,0,1,0,0,0,0
1.24173E+18,7124,4858,331,7,3,22,14,2020,2,-3,1,1,1,8522,88,8522,88
1.25335E+18,175044,966,126,4,4,23,16,2020,2,-3,0,0,1,0,0,0,0
1.24731E+18,25268,296,427,1,4,6,23,2020,1,-1,0,0,1,0,0,0,0
1.22406E+18,5825,1348,240,7,2,2,20,2020,1,-1,0,1,1,0,5,0,5
1.25575E+18,5063,643,172,4,4,30,6,2020,2,-3,0,0,1,0,0,0,0
1.21633E+18,15748082,5322,201,7,1,12,12,2020,1,-1,0,0,1,0,0,0,0
1.24303E+18,393506,3602,283,4,3,26,4,2020,1,-1,0,0,1,0,0,0,0
1.20956E+18,3468,317,357,2,12,24,19,2019,1,-4,0,0,1,0,0,0,0
1.22544E+18,94114,946,513,4,2,6,15,2020,3,-1,0,0,1,0,0,0,0
1.25495E+18,34,188,732,2,4,28,1,2020,2,-1,1,0,1,2400,0,2400,0
1.24718E+18,291779,498,158,1,4,6,15,2020,2,-2,0,0,1,0,0,0,0
1.23641E+18,9276,9247,60,6,3,7,22,2020,1,-1,0,4,1,0,3321,0,830.25
1.20305E+18,2203,3052,41,5,12,6,20,2019,2,-1,0,0,1,0,0,0,0
1.22745E+18,31382,16004,199,3,2,12,4,2020,2,-1,0,1,1,0,6610,0,6610
1.25149E+18,158380,260,609,6,4,18,12,2020,1,-1,0,0,1,0,0,0,0
1.22691E+18,11,11,249,1,2,10,16,2020,2,-1,3,0,1,1373,0,457.6666667,0
1.18432E+18,583,4,201,3,10,16,4,2019,3,-1,1,0,1,75,0,75,0
1.24676E+18,93679,1552,89,7,4,5,11,2020,2,-1,0,2,1,0,23038,0,11519
1.2391E+18,968,6,227,7,3,15,8,2020,2,-1,0,1,1,0,31833,0,31833
1.22396E+18,18630,542,33,7,2,2,13,2020,1,-2,0,3,1,0,7248,0,2416
1.25155E+18,980633,3,246,6,4,18,16,2020,1,-1,0,1,1,0,61,0,61
1.20085E+18,11913,296,144,6,11,30,18,2019,3,-1,0,0,1,0,0,0,0
1.24698E+18,153406,3679,176,1,4,6,2,2020,1,-2,0,1,1,0,258958,0,258958
1.20737E+18,32961,9517,75,3,12,18,18,2019,1,-4,1,0,1,7,0,7,0
1.24333E+18,309590,836,284,5,3,27,0,2020,1,-1,0,0,1,0,0,0,0
1.18409E+18,3508,1437,193,2,10,15,12,2019,1,-1,3,1,1,2854,3801,951.3333333,3801
1.23792E+18,247415,69755,414,4,3,12,2,2020,1,-3,0,0,1,0,0,0,0
1.22756E+18,25137,25098,68,3,2,12,11,2020,1,-1,0,0,1,0,0,0,0
1.21416E+18,9821,500,137,1,1,6,12,2020,2,-3,0,4,1,0,114,0,28.5
1.24373E+18,39356,18992,64,6,3,28,2,2020,1,-3,0,0,1,0,0,0,0
1.23663E+18,3599,5002,88,7,3,8,12,2020,1,-1,0,0,1,0,0,0,0
1.25442E+18,72550,2670,308,7,4,26,14,2020,1,-1,0,1,1,0,5846,0,5846
1.21459E+18,2305810,1,266,2,1,7,16,2020,1,-2,0,0,1,0,0,0,0
1.23827E+18,541043,10029,322,5,3,13,1,2020,2,-1,0,0,1,0,0,0,0
1.24277E+18,4226,968,150,3,3,25,11,2020,1,-1,0,0,1,0,0,0,0
1.24458E+18,689,183,104,1,3,30,10,2020,1,-1,0,0,1,0,0,0,0
1.24722E+18,8124081,70276,126,1,4,6,17,2020,3,-1,0,0,1,0,0,0,0
1.24168E+18,379,456,616,7,3,22,10,2020,1,-1,0,0,1,0,0,0,0
1.25113E+18,28441,35,317,5,4,17,12,2020,1,-1,0,0,1,0,0,0,0
1.24181E+18,204509,29208,145,7,3,22,19,2020,1,-2,2,4,1,15337,12118,7668.5,3029.5
1.25422E+18,10878,3060,253,7,4,26,1,2020,1,-4,0,0,1,0,0,0,0
1.24764E+18,341332,854,117,2,4,7,21,2020,2,-1,0,0,1,0,0,0,0
1.24584E+18,241582,91,1234,4,4,2,22,2020,3,-1,0,2,1,0,31975,0,15987.5
1.23708E+18,56077,1174,952,1,3,9,18,2020,3,-1,0,0,1,0,0,0,0
1.23228E+18,21352,336,178,2,2,25,12,2020,1,-1,0,0,1,0,0,0,0
1.24789E+18,3766690,0,647,3,4,8,14,2020,1,-2,0,1,1,0,258958,0,258958
1.19561E+18,4979046,1741,105,6,11,16,7,2019,1,-4,7,1,1,4365,45,623.5714286,45
1.25111E+18,73155,5661,156,5,4,17,11,2020,2,-3,0,0,1,0,0,0,0
1.24612E+18,50324,52572,30,5,4,3,16,2020,1,-1,0,4,1,0,267000,0,66750
1.24208E+18,47743,1,149,1,3,23,13,2020,2,-1,0,0,1,0,0,0,0
1.24852E+18,51192,126,223,5,4,10,7,2020,1,-1,0,0,1,0,0,0,0
1.19155E+18,6764,3205,244,2,11,5,2,2019,4,-1,0,0,1,0,0,0,0
1.22004E+18,3539,1323,83,3,1,22,17,2020,3,-1,0,0,1,0,0,0,0
1.25104E+18,6109722,246,77,5,4,17,6,2020,1,-1,0,1,1,0,205754,0,205754
1.25321E+18,33443,27230,51,4,4,23,6,2020,1,-1,0,1,1,0,415,0,415
1.23729E+18,719,1,146,2,3,10,8,2020,1,-1,0,1,1,0,237,0,237
1.25054E+18,3713637,264,250,3,4,15,21,2020,2,-1,0,0,1,0,0,0,0
1.24835E+18,11095,287,737,4,4,9,20,2020,2,-2,0,4,1,0,397,0,99.25
1.24034E+18,119222,83857,103,3,3,18,17,2020,2,-1,0,0,1,0,0,0,0
1.25127E+18,14026,927,442,5,4,17,22,2020,1,-1,0,0,1,0,0,0,0
1.21419E+18,2465,388,126,1,1,6,14,2020,3,-1,0,6,1,0,4367,0,727.8333333
1.22833E+18,1600,5,313,5,2,14,14,2020,1,-3,0,1,1,0,1,0,1
1.25007E+18,62646,944,138,2,4,14,14,2020,1,-1,0,0,1,0,0,0,0
1.22772E+18,10748,8876,209,3,2,12,22,2020,2,-4,1,0,1,312,0,312,0
1.25193E+18,29657,28289,83,7,4,19,17,2020,1,-1,0,1,1,0,193,0,193
1.20212E+18,2798,519,212,3,12,4,7,2019,1,-1,0,0,1,0,0,0,0
1.20137E+18,75685,12865,99,1,12,2,5,2019,1,-1,0,0,1,0,0,0,0
1.2247E+18,1613832,492,74,2,2,4,14,2020,1,-1,0,3,1,0,207132,0,69044
1.24831E+18,1230,304,141,4,4,9,17,2020,2,-4,0,0,1,0,0,0,0
1.24177E+18,4100,3118,179,7,3,22,16,2020,1,-5,0,1,1,0,3599,0,3599
1.23519E+18,64406,33679,198,3,3,4,13,2020,3,-3,0,0,1,0,0,0,0
1.2407E+18,20123,452,464,4,3,19,18,2020,1,-1,0,0,1,0,0,0,0
1.18866E+18,84705,19,651,1,10,28,3,2019,2,-4,0,0,1,0,0,0,0
1.25353E+18,61691,204,150,5,4,24,3,2020,1,-1,0,0,1,0,0,0,0
1.23723E+18,291,45,351,2,3,10,4,2020,2,-1,0,0,1,0,0,0,0
1.2439E+18,11928,998,93,6,3,28,13,2020,1,-2,0,0,1,0,0,0,0
1.24501E+18,108863,514,99,2,3,31,15,2020,2,-3,0,4,1,0,464714,0,116178.5
1.24502E+18,21944,786,129,2,3,31,15,2020,1,-2,0,2,1,0,259393,0,129696.5
1.21104E+18,1485,1534,173,6,12,28,21,2019,1,-4,0,0,1,0,0,0,0
1.25385E+18,128015,2731,659,6,4,25,1,2020,2,-1,0,1,1,0,1118,0,1118
1.23828E+18,38053,15190,59,5,3,13,1,2020,2,-3,0,1,1,0,4356,0,4356
1.18314E+18,67492,24100,100,6,10,12,21,2019,4,-1,1,2,1,133503,5,133503,2.5
1.24043E+18,27703,27585,302,4,3,19,0,2020,1,-3,0,0,1,0,0,0,0
1.2316E+18,1413,5002,168,7,2,23,15,2020,2,-1,0,0,1,0,0,0,0
1.18087E+18,14684,743,239,7,10,6,15,2019,1,-1,0,0,1,0,0,0,0
1.24199E+18,29792,883,211,1,3,23,7,2020,1,-4,0,3,1,0,215150,0,71716.66667
1.2385E+18,986074,310,160,5,3,13,16,2020,1,-3,0,0,1,0,0,0,0
1.20408E+18,2490,76,481,1,12,9,16,2019,3,-1,0,0,1,0,0,0,0
1.23188E+18,16668792,498,82,1,2,24,10,2020,1,-2,0,0,1,0,0,0,0
1.22095E+18,144662,2,111,6,1,25,5,2020,2,-1,0,3,1,0,44240,0,14746.66667
1.25587E+18,55,175,58,4,4,30,14,2020,1,-4,0,1,1,0,53,0,53
1.25309E+18,321911,1065,486,3,4,22,22,2020,3,-1,0,0,1,0,0,0,0
1.19077E+18,4753,142,202,6,11,2,23,2019,1,-1,1,1,1,1,243,1,243
1.23751E+18,3995,184,128,2,3,10,22,2020,2,-1,0,2,1,0,55,0,27.5
1.2218E+18,5528,1214,173,1,1,27,14,2020,1,-2,1,0,1,3,0,3,0
1.23368E+18,1790,831,266,6,2,29,9,2020,4,-1,0,0,1,0,0,0,0
1.23996E+18,22140,13916,152,2,3,17,17,2020,2,-4,0,0,1,0,0,0,0
1.24351E+18,101746,639,219,5,3,27,12,2020,2,-1,4,2,1,15097,8668,3774.25,4334
1.24004E+18,20488,2070,104,2,3,17,22,2020,2,-1,0,2,1,0,311891,0,155945.5
1.19652E+18,790033,494,1551,1,11,18,20,2019,1,-1,0,0,1,0,0,0,0
1.24693E+18,14945,8616,216,7,4,5,22,2020,1,-3,1,1,1,273,1,273,1
1.24433E+18,206,350,1520,7,3,29,18,2020,1,-2,0,1,1,0,512,0,512
1.24652E+18,10228,2136,385,6,4,4,19,2020,2,-1,0,1,1,0,4807,0,4807
1.18888E+18,47808,49461,56,1,10,28,18,2019,2,-1,0,6,1,0,829,0,138.1666667
1.22702E+18,656,179,306,2,2,11,0,2020,2,-1,0,0,1,0,0,0,0
1.2513E+18,176027,182,164,6,4,18,0,2020,1,-3,0,1,1,0,258958,0,258958
1.18023E+18,4657,2555,203,5,10,4,21,2019,3,-1,0,0,1,0,0,0,0
1.23953E+18,19084,298,125,1,3,16,12,2020,1,-2,1,1,1,11,8655,11,8655
1.24226E+18,38895,1129,136,2,3,24,1,2020,1,-3,0,4,1,0,45030,0,11257.5
1.23322E+18,1179296,1148,435,5,2,28,2,2020,1,-1,0,0,1,0,0,0,0
1.24113E+18,20783,13845,362,5,3,20,22,2020,1,-3,0,1,1,0,516,0,516
1.232E+18,2838,445,550,1,2,24,17,2020,1,-1,0,0,1,0,0,0,0
1.24225E+18,46352,294,71,2,3,24,0,2020,1,-1,0,1,1,0,13,0,13
1.23269E+18,26346,40,79,3,2,26,15,2020,2,-1,4,2,1,5989,196,1497.25,98
1.21569E+18,21460,2212,346,5,1,10,17,2020,2,-3,0,15,1,0,4771,0,318.0666667
1.23999E+18,25398,2262,34,2,3,17,18,2020,1,-1,1,0,1,28,0,28,0
1.24238E+18,2945,4133,46,2,3,24,9,2020,3,-4,0,2,1,0,205799,0,102899.5
1.17895E+18,2955847,626,111,2,10,1,8,2019,1,-3,0,2,1,0,1847,0,923.5
1.24039E+18,9246,533,370,3,3,18,21,2020,1,-1,0,0,1,0,0,0,0
1.23138E+18,4061556,1501,196,7,2,23,0,2020,1,-1,1,1,1,2,72,2,72
1.25269E+18,152990,60814,499,2,4,21,20,2020,4,-1,0,1,1,0,12,0,12
1.2202E+18,10421,1905,323,4,1,23,4,2020,2,-1,0,0,1,0,0,0,0
1.25436E+18,1916,1554,116,7,4,26,10,2020,2,-1,0,0,1,0,0,0,0
1.2482E+18,58027,798,369,4,4,9,10,2020,2,-1,4,0,1,272,0,68,0
1.24829E+18,44927,1739,369,4,4,9,16,2020,2,-1,0,2,1,0,566,0,283
1.18024E+18,11472,96,189,5,10,4,21,2019,1,-1,0,0,1,0,0,0,0
1.20028E+18,729,535,402,5,11,29,5,2019,3,-2,1,0,1,445,0,445,0
1.19145E+18,17188,678,472,1,11,4,20,2019,2,-1,0,0,1,0,0,0,0
1.24812E+18,46938482,1106,226,4,4,9,5,2020,1,-3,0,0,1,0,0,0,0
1.22454E+18,60057,1824,277,2,2,4,3,2020,2,-3,0,0,1,0,0,0,0
1.22224E+18,24364,2511,329,2,1,28,19,2020,2,-1,1,1,1,27,446,27,446
1.25154E+18,72490,24843,107,6,4,18,15,2020,1,-1,0,0,1,0,0,0,0
1.21715E+18,412175,52,88,2,1,14,18,2020,1,-2,0,0,1,0,0,0,0
1.18301E+18,1269,561,155,6,10,12,13,2019,3,-1,0,2,1,0,4,0,2
1.18687E+18,615075,1558,211,3,10,23,5,2019,1,-4,0,0,1,0,0,0,0
1.24302E+18,146371,246,118,4,3,26,3,2020,1,-1,1,0,1,3349,0,3349,0
1.24461E+18,3979,1427,406,1,3,30,12,2020,1,-1,0,0,1,0,0,0,0
1.1863E+18,40219,11971,139,1,10,21,15,2019,1,-1,0,2,1,0,32,0,16
1.24144E+18,3965,473,237,6,3,21,19,2020,3,-1,1,1,1,8,20854,8,20854
1.24602E+18,2909,1124,95,5,4,3,10,2020,2,-1,0,1,1,0,258958,0,258958
1.2422E+18,50567,26774,199,1,3,23,21,2020,3,-1,0,1,1,0,45395,0,45395
1.17984E+18,11345,716,46,4,10,3,19,2019,3,-1,0,0,1,0,0,0,0
1.25053E+18,302460,10,268,3,4,15,21,2020,1,-1,0,0,1,0,0,0,0
1.24374E+18,74231,51327,175,6,3,28,3,2020,3,-4,0,0,1,0,0,0,0
1.24298E+18,92111,4142,140,4,3,26,0,2020,1,-1,0,0,1,0,0,0,0
1.24352E+18,250499,1603,162,5,3,27,13,2020,1,-2,0,0,1,0,0,0,0
1.18431E+18,18611,263,444,3,10,16,3,2019,3,-3,0,2,1,0,95,0,47.5
1.18744E+18,736479,2542,195,4,10,24,18,2019,1,-1,0,0,1,0,0,0,0
1.24495E+18,128928,833,286,2,3,31,11,2020,2,-5,0,0,1,0,0,0,0
1.24508E+18,121208,849,275,2,3,31,20,2020,2,-2,0,0,1,0,0,0,0
1.21165E+18,12199,10754,85,1,12,30,14,2019,1,-2,0,0,1,0,0,0,0
1.25291E+18,4178,715,62,3,4,22,10,2020,2,-1,0,2,1,0,308,0,154
1.25298E+18,25014,24871,97,3,4,22,15,2020,2,-2,0,0,1,0,0,0,0
1.19185E+18,179,88,475,2,11,5,22,2019,3,-1,1,0,1,1,0,1,0
1.24553E+18,57438,5126,407,4,4,2,1,2020,1,-1,0,0,1,0,0,0,0
1.18888E+18,186895,322,262,1,10,28,18,2019,1,-2,0,0,1,0,0,0,0
1.24511E+18,4401,1012,301,2,3,31,22,2020,1,-1,10,0,1,587,0,58.7,0
1.23659E+18,752516,210,1111,7,3,8,9,2020,2,-1,0,2,1,0,133,0,66.5
1.21022E+18,481,484,165,4,12,26,15,2019,1,-2,0,0,1,0,0,0,0
1.25477E+18,222799,4393,229,1,4,27,13,2020,1,-3,0,0,1,0,0,0,0
1.24662E+18,3671337,263,371,7,4,5,1,2020,1,-1,0,0,1,0,0,0,0
1.25291E+18,16131,554,368,3,4,22,10,2020,3,-3,0,0,1,0,0,0,0
1.18399E+18,284492,101442,116,2,10,15,6,2019,4,-1,0,1,1,0,139,0,139
1.25495E+18,721737,985,98,2,4,28,1,2020,1,-1,0,0,1,0,0,0,0
1.19947E+18,26240,2398,106,2,11,26,23,2019,2,-1,0,0,1,0,0,0,0
1.24389E+18,35842,0,143,6,3,28,13,2020,2,-1,0,0,1,0,0,0,0
1.24759E+18,2982682,234,374,2,4,7,18,2020,4,-1,1,0,1,20,0,20,0
1.23395E+18,7918,743,154,7,3,1,3,2020,2,-1,0,0,1,0,0,0,0
1.24287E+18,1032234,4925,134,3,3,25,18,2020,1,-1,0,3,1,0,260667,0,86889
1.22454E+18,4466,397,315,2,2,4,3,2020,1,-2,4,0,1,17169,0,4292.25,0
1.24906E+18,35074,9799,253,6,4,11,19,2020,1,-5,0,0,1,0,0,0,0
1.24367E+18,86436,984,109,5,3,27,22,2020,2,-3,1,0,1,15,0,15,0
1.24288E+18,15606,0,234,3,3,25,18,2020,1,-1,0,1,1,0,2411,0,2411
1.25156E+18,3853615,0,407,6,4,18,16,2020,3,-1,0,1,1,0,22891,0,22891
1.19332E+18,3899,299,127,7,11,10,0,2019,1,-1,0,0,1,0,0,0,0
1.2454E+18,931,1017,96,3,4,1,17,2020,1,-1,1,0,1,105,0,105,0
1.25522E+18,26709,230,137,2,4,28,19,2020,1,-1,0,2,1,0,432,0,216
1.25404E+18,12,63,48,6,4,25,13,2020,2,-1,2,0,1,620,0,310,0
1.21162E+18,593190,64,135,1,12,30,12,2019,1,-3,1,1,1,409,111,409,111
1.22354E+18,133176,4853,88,6,2,1,9,2020,2,-2,1,1,1,2,205754,2,205754
1.22017E+18,129519,8495,186,4,1,23,2,2020,1,-1,0,0,1,0,0,0,0
1.2491E+18,9512625,561,63,6,4,11,22,2020,1,-1,0,0,1,0,0,0,0
1.24804E+18,43181,231,120,3,4,8,23,2020,2,-3,1,2,1,5,260897,5,130448.5
1.24196E+18,51952,392,150,1,3,23,5,2020,1,-3,0,0,1,0,0,0,0
1.23803E+18,17373,9588,54,4,3,12,9,2020,3,-4,0,2,1,0,210429,0,105214.5
1.20618E+18,7184,950,451,7,12,15,11,2019,1,-1,0,0,1,0,0,0,0
1.24419E+18,5704,5023,103,7,3,29,9,2020,1,-2,0,3,1,0,277143,0,92381
1.25278E+18,925,673,100,3,4,22,2,2020,1,-1,0,3,1,0,33125,0,11041.66667
1.22266E+18,77057,13604,101,3,1,29,23,2020,2,-1,0,1,1,0,29,0,29
1.20348E+18,27943,28241,50,7,12,8,0,2019,1,-1,19,1,1,931,72,49,72
1.24346E+18,4948,4870,7,5,3,27,8,2020,1,-1,3,0,1,31578,0,10526,0
1.2526E+18,2354,753,140,2,4,21,14,2020,1,-1,1,0,1,1,0,1,0
1.23746E+18,5521,0,477,2,3,10,19,2020,1,-3,0,0,1,0,0,0,0
1.24028E+18,25579,2203,165,3,3,18,14,2020,1,-3,0,0,1,0,0,0,0
1.24709E+18,1321945,2192,309,1,4,6,9,2020,2,-4,1,0,1,183,0,183,0
1.24733E+18,3743477,0,685,2,4,7,1,2020,1,-1,0,1,1,0,52933,0,52933
1.24965E+18,2593,65,62,1,4,13,10,2020,1,-1,0,1,1,0,89,0,89
1.19797E+18,619229,181,322,5,11,22,19,2019,2,-1,2,0,1,163,0,81.5,0
1.19478E+18,62445,42794,203,4,11,14,0,2019,1,-3,0,0,1,0,0,0,0
1.25385E+18,45472,43506,49,6,4,25,0,2020,1,-4,1,0,1,7791,0,7791,0
1.24157E+18,5085,1480,156,7,3,22,3,2020,2,-3,0,2,1,0,56,0,28
1.23633E+18,126277,376,723,6,3,7,16,2020,3,-1,0,0,1,0,0,0,0
1.25122E+18,1566,948,157,5,4,17,18,2020,1,-2,0,0,1,0,0,0,0
1.18584E+18,441944,886,4825,7,10,20,8,2019,3,-4,0,0,1,0,0,0,0
1.24174E+18,27782,21738,39,7,3,22,15,2020,3,-1,0,0,1,0,0,0,0
1.24493E+18,2222880,183,822,2,3,31,9,2020,2,-1,1,2,1,1,3296,1,1648
1.24147E+18,370,19,142,6,3,21,20,2020,3,-1,0,0,1,0,0,0,0
1.24305E+18,75398,45674,182,4,3,26,5,2020,1,-1,0,1,1,0,205754,0,205754
1.24742E+18,7442520,1821,182,2,4,7,7,2020,1,-4,0,0,1,0,0,0,0
1.2453E+18,115598,3815,97,3,4,1,10,2020,1,-1,0,0,1,0,0,0,0
1.25392E+18,12673868,64,111,6,4,25,5,2020,1,-1,1,1,1,5081,5,5081,5
1.18667E+18,11318,11298,56,2,10,22,15,2019,1,-3,0,0,1,0,0,0,0
1.19995E+18,3309,894,137,4,11,28,7,2019,1,-3,2,2,1,4364,2509,2182,1254.5
1.22111E+18,4523,250,193,6,1,25,16,2020,1,-3,0,0,1,0,0,0,0
1.24463E+18,12800,911,121,1,3,30,14,2020,3,-3,0,0,1,0,0,0,0
1.24274E+18,13685,13653,87,3,3,25,9,2020,1,-1,0,0,1,0,0,0,0
1.2173E+18,1084,229,146,3,1,15,4,2020,1,-1,0,0,1,0,0,0,0
1.23967E+18,2573,865,168,1,3,16,22,2020,1,-1,0,0,1,0,0,0,0
1.21702E+18,27774,1178,139,2,1,14,9,2020,1,-1,0,0,1,0,0,0,0
1.23673E+18,43927,843,830,7,3,8,18,2020,1,-1,0,0,1,0,0,0,0
1.24589E+18,10,110,322,5,4,3,1,2020,1,-3,4,0,1,8155,0,2038.75,0
1.23637E+18,90,191,575,6,3,7,19,2020,2,-4,1,1,1,1,243,1,243
1.24085E+18,3878,996,220,5,3,20,4,2020,2,-1,0,0,1,0,0,0,0
1.25104E+18,117,57,97,5,4,17,7,2020,1,-1,0,2,1,0,62,0,31
1.23946E+18,43820,1415,140,1,3,16,7,2020,2,-2,0,1,1,0,2,0,2
1.25474E+18,151361,995,133,1,4,27,11,2020,3,-2,0,1,1,0,807,0,807
1.25039E+18,4921,2279,214,3,4,15,11,2020,2,-2,0,0,1,0,0,0,0
1.22949E+18,3771,2014,28,1,2,17,19,2020,1,-1,0,0,1,0,0,0,0
1.25517E+18,129234,4059,179,2,4,28,16,2020,2,-1,0,1,1,0,31833,0,31833
1.24246E+18,2256445,13,170,2,3,24,14,2020,2,-1,0,0,1,0,0,0,0
1.24826E+18,579,8,100,4,4,9,14,2020,1,-3,0,0,1,0,0,0,0
1.17991E+18,25204,281,255,4,10,3,23,2019,2,-1,0,0,1,0,0,0,0
1.24815E+18,41301,266,566,4,4,9,7,2020,1,-2,0,1,1,0,323,0,323
1.20924E+18,89,164,2524,1,12,23,22,2019,2,-1,3,0,1,10,0,3.333333333,0
1.25225E+18,1777,781,221,1,4,20,15,2020,1,-1,0,0,1,0,0,0,0
1.2328E+18,41550,513,101,3,2,26,22,2020,1,-1,0,0,1,0,0,0,0
1.24614E+18,67750,573,130,5,4,3,17,2020,1,-1,0,1,1,0,1,0,1
1.24351E+18,7372825,511,217,5,3,27,12,2020,1,-1,0,0,1,0,0,0,0
1.199E+18,30893,25421,96,1,11,25,16,2019,2,-1,1,18,1,248,8661,248,481.1666667
1.2358E+18,1892470,80,359,5,3,6,5,2020,3,-3,1,0,1,1526,0,1526,0
1.23274E+18,188871,92,90,3,2,26,18,2020,2,-1,0,6,1,0,3586,0,597.6666667
1.19295E+18,251407,471,269,5,11,8,23,2019,1,-1,1,0,1,8522,0,8522,0
1.25014E+18,103385,67651,285,2,4,14,19,2020,2,-1,0,1,1,0,422,0,422
1.18863E+18,7594,1052,55,1,10,28,1,2019,1,-3,0,0,1,0,0,0,0
1.23117E+18,30101,4420,151,6,2,22,11,2020,1,-1,0,0,1,0,0,0,0
1.20336E+18,12217,11679,77,6,12,7,17,2019,1,-3,0,0,1,0,0,0,0
1.18281E+18,1990,130,318,6,10,12,0,2019,3,-2,1,4,1,22,37,22,9.25
1.2449E+18,11470,408,257,2,3,31,8,2020,1,-1,0,2,1,0,23913,0,11956.5
1.25585E+18,114107,5993,131,4,4,30,13,2020,1,-3,1,0,1,133503,0,133503,0
1.24251E+18,1120780,707,265,2,3,24,17,2020,1,-1,0,0,1,0,0,0,0
1.24842E+18,141,4,49,5,4,10,1,2020,1,-1,2,1,1,4999,260,2499.5,260
1.24524E+18,7,43,102,3,4,1,6,2020,2,-1,0,2,1,0,120,0,60
1.23246E+18,271470,97182,193,3,2,26,0,2020,1,-1,0,0,1,0,0,0,0
1.1954E+18,43549112,1106,336,5,11,15,17,2019,1,-1,0,0,1,0,0,0,0
1.20521E+18,3681,4292,169,4,12,12,19,2019,1,-3,1,0,1,830,0,830,0
1.23954E+18,36898,39582,77,1,3,16,13,2020,2,-3,0,0,1,0,0,0,0
1.19192E+18,44911,1644,112,3,11,6,3,2019,1,-3,0,0,1,0,0,0,0
1.23292E+18,816,90,159,4,2,27,6,2020,2,-1,6,1,1,860,28,143.3333333,28
